                                                                    random  random    bkwd   record   stride
                    KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
2013-02-27T18:04:00 4096    4096  985321 1174627  2062457  1669763 1797281 1558574 1841791  1634495  1781625  1608932  1546230 1985468  1593856
2013-02-27T21:04:00 4096    4096  814489 1140019  1420786  1646400 1625372 1205452 1831971  1335935  1409594  1572987  1360371 1650195  1754873
2013-02-28T00:04:00 4096    4096  838009 1523199  1451394  1715961 1665715 1581968 2013862  1041721  1927548  1773899  1670412 1971116  2145390
2013-02-28T03:03:00 4096    4096  894328 1030969    64712    65332 1096927   30091 1292613  1488877  1602479  1229697  1201489  692602  1306970
2013-02-28T06:04:00 4096    4096  934053 1260648  1878031    63857 1461270 1433231 1855917  1576596  1844955    65347  1351382 1166888  1720256
2013-02-28T09:04:00 4096    4096  959940 1598156  2063448  1464508 1836867 1514204 1813215  1470777  1945007  1712369  1628607 1477608  1781810
2013-02-28T12:04:00 4096    4096   63717 1341673  2082457  1177041 1503076   41180 1755590  1556880  1433231  1632011  1679393 1787929  2043809
2013-02-28T15:03:00 4096    4096   61837 1359940  1873730  1420198 1671225   41395 1398009  1421726  1962560  1637768  1287286 2034612  2056285
2013-02-28T18:03:00 4096    4096  781976  994907  2120237  2093113 1664424   41233 2025735  1540407  1942148  1622762  1374960 1705230  1448823
2013-02-28T21:04:00 4096    4096  897645 1566962  1601284  1652894 1954299   36941 1965478  1604424  2077169  1685655   147838 1802183  1925820
2013-03-01T00:04:00 4096    4096   27493 1353618  2171696  2087518 1485787 1682683 1769331  1094063  1971116  1529437  1637768 1997936  2068666
2013-03-01T03:00:00 4096    4096  934307 1596225  2046975  2101563 1898159 1588257 1729086  1493797  1806732  1583864  1498749 1683507  1730479
2013-03-01T06:02:00 4096    4096  948388 1504787  1581531  1561549 1956079 1613314 1859332  1648296  1878031  1661687  1503734 1821289  1809206
2013-03-01T09:02:00 4096    4096  909622 1484631  2131020  2125746 1945667 1555611 1774082  1483605  1798034  1619549  1532301  900374  1025247
2013-03-01T12:02:00 4096    4096  926697 1458788  1993069  2096178 2076918 1519292 1813981  1549857  1973834  1617719  1566819 1947653  1869448
2013-03-01T15:02:00 4096    4096  823666 1011365  1498095  1659601 1974968 1280378 1067218  1265011  1827683  1552097  1260278 1577900  1619549
2013-03-01T18:03:00 4096    4096  972217 1527261  1698151  1546230 1439235 1303994 1615134  1486301  1900679  1492758  1481942 1751117  1641053
2013-03-01T21:02:00 4096    4096  970624 1470777  1642308  1654168 1782364 1632476 1954077    65244  1934712    65326  1701009 1905950   156068
2013-03-02T00:03:00 4096    4096  978251 1571261  1644981  1693798 2057270 1412840 1883178  1380928  1719567  1585033  1673830 1809968  1649087
2013-03-02T03:03:00 4096    4096  735634 1265756   770231  1331689 1426211 1043049 1798222  1655602  1784772  1513670  1472921 1570543  1532301
2013-03-02T06:02:00 4096    4096  937059 1499795  1896273  1974968 1683507 1620313 1786256  1410868  1755590  1535863  1233317 1405673  1704554
2013-03-02T09:02:00 4096    4096  832003 1156052  1463386  1323890   33304 1415284 1235979  1310259  1666362   100646  1332412 1425146  1694633
2013-03-02T12:03:00 4096    4096  960584 1509813  1663618  2074912 1989376 1555752 1862759  1666362  1791098  1531209  1569395 1954966  1924741
2013-03-02T15:03:00 4096    4096  888316 1304093  1995152  1967279 2006805 1375401 1871281  1660242  1869448  1553360  1608781 1815707  1942148
2013-03-02T18:03:00 4096    4096  988439 1548041  1906796  2052110 2099508 1549717 2011740  1637143  1686979  1432634  1243853 1990298  1970212
2013-03-02T21:03:00 4096    4096 1000236 1197636  2074912  2066675 1689135 1491592 1854315  1660242  1945007  1384267  1459160 1902362  1652894
2013-03-03T00:03:00 4096    4096  931723 1192069  1271282  1448823 1546230 1152175 1324298  1320430  1527804   919161  1522119 1971116  1974060
2013-03-03T03:02:00 4096    4096  995138 1511008  2072909  2113455 1988455 1633874 1494316  1288058  1583864  1449924   692602 1507031  1494316
2013-03-03T06:02:00 4096    4096  832204 1357147  2009857  1757925 1686316 1449924 1855116  1303994  1870262  1632011  1390316 2009857  1542759
2013-03-03T09:02:00 4096    4096 1020921 1410868  1863365  1586350 1725959 1550277 1825353  1642308  1891055  1688471  1553220 1884004  2059243
2013-03-03T12:02:00 4096    4096 1009108 1295341  2101563  1862759 1682024   36969 1833535  1197720  1789419  1511939  1533532 1818012  1881528
2013-03-03T15:02:00 4096    4096  945933 1501499  2115537  1591346 1822835 1290089 1813981  1538752  1606224  1589432  1282002 1935584  1639018
2013-03-03T18:02:00 4096    4096  887353 1339476  1503602  1699663 2100535 1401316 1873730  1685655  1916795  1683507  1563397 1956079  1644351
2013-03-03T21:02:00 4096    4096  897223 1493797  2064688  2117884 2006805 1598751 1745069  1454096  1634495  1754156  1422668 1896273  1517682
2013-03-04T00:02:00 4096    4096  963115 1526040  1705230  2054318 1691963 1597561 1861145  1634495  1896273  1693297  1546230 1873934  1865996
2013-02-18T09:03:00 8192       4  667104 1107599  1770499  1718433 1378646 1076473 1392728  1635492  1450218  1236326  1107314 1719895  1680363
2013-02-18T12:02:00 8192       4  580295 1200809  1640724  1775898 1416323 1023744 1120055  1602763  1481418  1250863  1194547 1592512  1731160
2013-02-18T15:03:00 8192       4   61349 1129147  1636738  1429642   71435   70212 1325105  1627667  1160691  1125559  1135078 1785124  1610728
2013-02-18T18:03:00 8192       4   75332 1175825  1501749  1486739 1171136   46570 1375665  1538394  1176147   119182   975469 1724643  1749672
2013-02-18T21:02:00 8192       4  567237  919722  1600300  1446067 1246869  920141 1250681  1325565  1079720   955663   868068 1456365  1620298
2013-02-19T00:02:00 8192       4  655998 1192599  1494889  1492421 1429404 1080161 1191730  1620222  1424662  1193634  1143198 1730811  1722482
2013-02-19T03:02:00 8192       4  167847  260163   196023  1661350  105141   78678 1325975   125091   124117   146623   122013 1738518    81475
2013-02-19T06:02:00 8192       4  165257 1122177   280222   126002 1293576   69886 1348667  1544479  1264396  1094161  1154452 1492421   106306
2013-02-19T09:03:00 8192       4   67410 1083465  1539221  1697464   59021   77943  265275    72160  1348032   120199  1056481 1651608   278289
2013-02-19T12:02:00 8192       4  666457 1137633  1403709  1689036 1456612 1070169 1388227  1691197  1456612  1008865  1011866 1630602  1760610
2013-02-19T15:03:00 8192       4   56626 1171775  1744786  1691530   91043   70844  151605  1603137   151900   189493  1154258 1547122   106480
2013-02-19T18:02:00 8192       4   60454 1158188  1545660   106580 1428453   70136 1313053  1630602  1413178  1131005   147968 1551243  1446311
2013-02-19T21:02:00 8192       4  225426  188973  1751188    81340 1470702   78779 1171136  1668126  1202406  1148778  1108242  153733   197951
2013-02-20T00:03:00 8192       4  676242 1217963  1735620  1821656 1489187  932173 1377485  1532698  1418252   979780  1002185 1746737  1769769
2013-02-20T03:03:00 8192       4  625350 1109423  1597547  1287662 1199049  965112 1397941  1610048  1410914  1014495  1142361 1722827  1745229
2013-02-20T06:02:00 8192       4  637912 1109710  1674630  1604410 1410972 1077756 1218871  1641351  1439705  1132870  1128072 1764407  1830585
2013-02-20T09:03:00 8192       4  559369 1015634  1502866  1344498 1193842  902308 1316828  1299496  1160848  1063610  1033039 1452240  1149777
2013-02-20T12:03:00 8192       4  639253  949378  1729330  1404628 1156239 1033537 1411436  1585384  1463374  1238242  1105248 1764317  1696374
2013-02-20T15:03:00 8192       4   82503  985428  1320827   165823 1076203   77810  150015  1627281  1396237  1155578   189187 1584507    80854
2013-02-20T18:03:00 8192       4  109776  973369   124347  1425194  121812   77805 1163128    80085  1269301   846991   102190 1528675  1654311
2013-02-20T21:03:00 8192       4   75434 1173135  1775806    92209 1370836   71085 1362140  1591922   194828   149160  1147665 1724643   106950
2013-02-21T00:03:00 8192       4  620841 1179903  1779393  1745584 1531810  983651 1333591  1704199  1287276  1196794  1006265 1733781  1777000
2013-02-21T03:03:00 8192       4  642600 1186012  1693949    92285 1452977   70665 1351851    91908   150330   102867   972129 1758718  1777368
2013-02-21T06:03:00 8192       4  662627  102151  1702088  1789494   91219 1004294  150513  1645911  1414574  1065689  1112909 1550963  1756021
2013-02-21T09:03:00 8192       4   66878 1169263  1697464  1742220 1424190   69959 1267521   106160  1353182   119477   256137 1735269  1625664
2013-02-21T12:03:00 8192       4   97084  188904  1731596   201188 1384702   70499  151230  1631221   195075   102611  1091242 1628284  1737814
2013-02-21T15:04:00 8192       4  642408  963434  1734481  1805574 1547958 1081317 1309450  1657344  1539221  1096780   985570 1657904  1706654
2013-02-21T18:04:00 8192       4  163637 1167435  1495474  1621522 1263606   68486 1339466  1609143   151339   256408  1113810 1245919    91357
2013-02-21T21:03:00 8192       4  615293  996575  1675937  1573910 1360145 1035530 1141602  1530104  1366257  1156083  1068339 1557995  1635803
2013-02-22T00:04:00 8192       4  264479  357211   603725  1120384  784974  833694  826714   939540   846032   602846   910124 1022100  1352010
2013-02-22T03:04:00 8192       4  594738 1163128  1550963  1751546 1480014 1009873 1344235  1582391  1500634  1195753  1131788 1660307  1756829
2013-02-22T06:03:00 8192       4  663164 1034221  1512791  1797639 1572973 1095312 1325565  1612012  1435975  1247457  1159673 1643392  1778932
2013-02-22T09:03:00 8192       4  641508 1166286  1792201  1417316 1445094 1031241 1306115  1544826  1157680  1182787  1143654 1757189  1803205
2013-02-22T12:04:00 8192       4  526071  114558   418491  1112440 1121408  816265  974998  1616107  1096046  1005764   835153 1568736  1566091
2013-02-22T15:03:00 8192       4  656311 1100927  1758358  1751188 1578393 1074924 1402506  1497560  1158695  1210412  1184499 1786238  1756111
2013-02-22T18:03:00 8192       4  665850  896189  1518474  1779301 1549494 1089823 1264396  1654630  1433220  1205232  1106707 1492746  1761694
2013-02-22T21:03:00 8192       4  666987 1084902  1687708  1578175 1471017 1045550 1112152  1649625  1372643  1136354  1121262 1731596  1763592
2013-02-23T00:03:00 8192       4  598395 1207222  1657264  1767766 1447590 1046378 1383086  1588463  1415565  1019038  1164784 1726810  2044394
2013-02-23T03:03:00 8192       4  649795  955238  1788190  1877190   91429   70581 1311550  1630215   150829   121759   188616 1642999  1666427
2013-02-23T06:04:00 8192       4   91680   74875   148788    83113 1090515   53208 1221253  1569955    84626   997067   252645 1625126  1654949
2013-02-23T09:03:00 8192       4  665038 1157719  1598141  1766221 1490285 1089201 1364683  1398681  1348455  1205909  1172615 1497625  1497038
2013-02-23T12:04:00 8192       4  579062 1121737  1701077  1738870 1537843  965926 1409757  1648597  1498213   957340  1160339 1783549  1826887
2013-02-23T15:04:00 8192       4  107587 1047431  1735269  1833516 1525214 1071705 1356066  1633859  1184989  1061835  1018404 1586336  1477659
2013-02-23T18:04:00 8192       4  671917 1180065  1829805  1816456 1514525 1059772 1329258  1657264  1481610  1118961  1116090 1762507  1766676
2013-02-23T21:04:00 8192       4  671261 1145103  1687377  1806809 1457909 1016385 1369470  1666427  1508143  1196961  1127443 1763592  1716287
2013-02-24T00:04:00 8192       4  658739 1166959  1762869  1742662 1519279 1025149 1231893  1513391  1235792  1137483  1144607 1586995  1691447
2013-02-24T03:04:00 8192       4  628219 1209176  1792949  2021184 1512059 1051341 1259714  1644021  1233352  1162813  1082169 1617704  1821270
2013-02-24T06:04:00 8192       4  582232 1018675  1767039  1619611 1257593  971772 1278987  1620222  1398453  1080331  1049158 1740720  1754228
2013-02-24T09:04:00 8192       4  671248 1085313  1656625  1710903 1192061  846991 1359446  1595618  1329206  1019280  1097236 1474679  1282998
2013-02-24T12:04:00 8192       4  523618  906594  1696123  1830195 1571750 1119289 1243665  1631221  1232070  1029017   922512 1462066  1231143
2013-02-24T15:03:00 8192       4  136005 1140314  1784383   287903 1461817   70052 1231143  1597770  1357834    90252  1141413 1764407   201922
2013-02-24T18:03:00 8192       4   95919 1209517  1741867  1725076   91161 1068771 1386826  1624742  1362140  1127887  1133505 1642999  1724297
2013-02-24T21:04:00 8192       4  613043 1094335  1536674  1713121 1386154  978162 1131788  1484619  1309900  1061147   972459 1610048  1692864
2013-02-25T00:03:00 8192       4  112096 1071571   199770  1726116  123826   69888 1284629   125764  1352915  1133057  1090930 1616411  1595989
2013-02-25T03:03:00 8192       4   75322  186861  1757548  1705214 1500372   70484  122894    63434  1051341    58369   117845 1558631   122866
2013-02-25T06:03:00 8192       4  130701 1090515  1521836  1714488  151954   70510 1312000  1559764   191778  1109566   121072   72098   194835
2013-02-25T09:03:00 8192       4   96802 1132123   201604   201030 1406813   70574 1418018  1688040  1215034   190396  1139369  284374  1561536
2013-02-25T12:04:00 8192       4  672918 1184703  1255847  1578755 1493265 1038660 1367344  1584215  1509534  1099588  1152670 1730811  1779669
2013-02-25T15:03:00 8192       4  112434 1185194  1519011  1741073 1497103   70497 1372698  1610350  1409988    90105  1077316  153843  1634480
2013-02-25T18:04:00 8192       4  677415 1180227  1769314  1753423 1449117 1107028 1381195  1683904  1380030  1062656   842195 1569596  1706315
2013-02-25T21:04:00 8192       4  604799 1169621  1804436  1814729 1523523 1038912 1256260  1600002  1397259  1194340  1104040 1753781  1723605
2013-02-26T00:04:00 8192       4  618962 1187241  1786703  1762145 1472593  807802 1287035  1596879  1492421  1223994  1127924 1569955  1626049
2013-02-26T03:04:00 8192       4  648923 1178042  1707756  1800465 1560118 1027571 1038660  1510065  1462315  1043138  1154607 1519817  1602464
2013-02-26T06:03:00 8192       4  134796 1186749  1775898  1697799   64833   69904 1285590  1591258  1238777   119305  1149277 1582974  1744874
2013-02-26T09:04:00 8192       4  671209 1051084  1754587  1809187 1436455 1046888 1268317  1656305  1467311  1144759  1153986 1792949  1450157
2013-02-26T12:04:00 8192       4  666664 1195545  1768585  1975855 1492486 1099166 1383308  1551803  1234460  1031210  1187077 1483273  1677983
2013-02-26T15:04:00 8192       4   64997 1103898  1405145  1547400   79399  806532 1052823  1507547  1026589   119045  1019159 1719981  2061443
2013-02-26T18:04:00 8192       4   78949  102804    89394  1384981   71186  878029  262950  1682832  1298661  1100786  1117142 1714146  1478486
2013-02-26T21:04:00 8192       4  578497 1069736  1477914  1436215 1312000 1016626 1342292  1544757  1306562  1121262   902498 1565163  1498213
2013-02-27T00:03:00 8192       4  167030 1201187  1721360   155083 1313455   70445 1340930   106116   275369   148311  1100469 1760971  1771960
2013-02-27T03:04:00 8192       4  168945 1200683   199323   154740 1098569   78417 1196252   105292   897570   898838  1022708 1659986  1650022
2013-02-27T06:04:00 8192       4   75384  121059  1762416  2118381 1424721   70556 1383810  1663039   267214   265751  1185889 1704537  1788283
2013-02-27T09:05:00 8192       4  674132 1201901  1726463  1781977 1521567 1083158 1150432  1605309  1458404  1179903  1111540 1599406  1642607
2013-02-27T12:04:00 8192       4  624304 1187241  1801976  1830683 1523794 1063347 1312401  1680034  1459954  1121737  1140958 1775806  1846721
2013-02-27T15:04:00 8192       4  672036 1107171  1639706  1470262 1179903  947938 1445337  1561607  1380474  1143312  1162341 1567877  1770864
2013-02-27T18:04:00 8192       4  633560  998661  1761784  1749316 1533519 1073815 1363762  1687957  1506424  1040107  1103756 1741161  1820112
2013-02-27T21:04:00 8192       4  570714 1099307  1537499  1640724 1324952  891978 1285254  1538945  1290322  1048774   900912 1448079  1602539
2013-02-28T00:04:00 8192       4  674688 1198004  1770408  1923966 1523253 1067079 1342292  1636115  1504247  1134628  1160535 1409757  1597176
2013-02-28T03:03:00 8192       4   74163 1041999  1677655  1306562   89558   69431 1284005    91592   123581   119163   101980 1670478  1632539
2013-02-28T06:04:00 8192       4   61516  121593  1437717   123974 1376327   78901 1387330  1463124   189699  1033941  1149739  126145  1743369
2013-02-28T09:04:00 8192       4  113095  191635   200283  1571750  124330   70726 1285446  1545938  1384702  1127776   119264 1761694   107558
2013-02-28T12:04:00 8192       4  112347 1072240  1656625  1700993 1557078   38607 1372862  1649942  1280226  1000493  1108993 1635103  1671128
2013-02-28T15:03:00 8192       4   84084  149105   201153  1707756   80395 1056091 1404398    91838  1413643  1229469  1148125 1536124   126211
2013-02-28T18:03:00 8192       4   39693 1147665   151591  1712352 1424958   53861 1189996   125137  1293771  1084320   103158 1723259  1733343
2013-02-28T21:04:00 8192       4  112696 1178163  1744077  1812336 1559480   46423 1271461   125715  1199929  1139218   895395 1597770  1393632
2013-03-01T00:04:00 8192       4  109468 1129481   196813   200278 1395557   70675 1374510  1642685   194870   148986   189366  201183  1721705
2013-03-01T03:00:00 8192       4  637805 1187241  1735269  1792201 1417784 1038660 1322148  1633548  1420950  1166128  1142703 1698135  1721705
2013-03-01T06:02:00 8192       4  626010 1164468  1559197  1418311 1207180  939771 1284821  1654949  1245378  1042632  1121737 1667478  1692864
2013-03-01T09:02:00 8192       4  526345 1189996  1636816  1730898 1488929 1035280 1307159  1545938  1366474  1128850  1072407 1654949  2069763
2013-03-01T12:02:00 8192       4  647334 1118488  1686963  1734831 1407562 1015484 1243485  1626357  1403709  1165613  1071538 1698471  1669098
2013-03-01T15:02:00 8192       4  630016 1092144  1063907  1443273 1250681  842960 1213275  1596582  1192599  1121445   876886 1582682  1611030
2013-03-01T18:03:00 8192       4  636564 1124675  1730114  1743723 1407562 1013716 1286264  1624435  1388956  1074487  1117760 1611030  1636426
2013-03-01T21:02:00 8192       4  167983 1153328  1704199  1822526 1416557   70350 1303440  1592512  1315567  1135115   179695 1490285  1517937
2013-03-02T00:03:00 8192       4  654523 1142399  1708521  1679049 1233529 1032915 1320471  1653913  1420539  1160025  1096046 1542192  1720239
2013-03-02T03:03:00 8192       4  591310 1127887  1561607  1605609 1354248  973369 1155772  1559197  1337901  1063907   957554 1283238   529950
2013-03-02T06:02:00 8192       4  662295 1181932  1770499  1743281 1463623  968321 1305074  1628592  1425194  1102234   959372 1705976  1718863
2013-03-02T09:02:00 8192       4  596690 1057294  1571750    91150 1271838   69016  265326    80661   257650   102475   146045  198335   197046
2013-03-02T12:03:00 8192       4  647383 1142361  1673243  1717402 1381251 1049318 1293333  1670802  1401534  1212890  1166286 1265374  1155422
2013-03-02T15:03:00 8192       4  631081 1156745  1677328  1657264 1385204 1036186 1349567  1618314  1419717  1042379  1123719 1634169  1752707
2013-03-02T18:03:00 8192       4  654573 1194008  1704199  1723605 1476834 1042632 1279796  1657264  1338788  1102269  1122947 1645990  1888436
2013-03-02T21:03:00 8192       4  659220 1145103  1740808  1655986 1320218  975940 1317282  1580862  1446615  1131974  1150393 1522646  1541016
2013-03-03T00:03:00 8192       4  666017 1130559  1700993  1731509 1357405 1017258 1311350  1621828  1363925  1198547  1088511 1523591  1686300
2013-03-03T03:02:00 8192       4  659789 1149431  1649309  1672510 1455809 1026558 1361924  1595322  1307358  1154801  1142513 1692864  1672836
2013-03-03T06:02:00 8192       4  633419 1169143  1665054  1789774 1386098 1007504 1177517  1600971  1147052   996373  1076743 1505038  1764770
2013-03-03T09:02:00 8192       4  630826 1140958  1770043  1840095 1464684  988035 1385428  1592217  1383531  1104218  1139218 1581735  1582391
2013-03-03T12:02:00 8192       4  112566 1225959  1493005  1723518 1435195   78759  150184  1607562  1300086   121973   121683 1628979  1583266
2013-03-03T15:02:00 8192       4   67608 1141564  1628592  1702088 1418780   70214 1304479    72273  1356547    89988  1074386 1514525  1432443
2013-03-03T18:02:00 8192       4  653788 1212376  1700656  1734131 1394877  994873 1331370  1616107  1484875  1086618  1093847 1734131  1816840
2013-03-03T21:02:00 8192       4  641556 1100469  1686631  1699983 1416790 1034719 1310899  1590080  1111684   849798  1081147 1680116  1713462
2013-03-04T00:02:00 8192       4  652286 1078873  1698890  1690116 1436936 1020188 1310100  1609747  1465246  1230746  1069037 1706315  1737112
2013-02-18T09:03:00 8192       8  857989 1470199  2057246  2112390 2068766 1246688 1707756  2522962  1846721  1320015  1336392 2203987  2262473
2013-02-18T12:02:00 8192       8  776933 1235614  1650973  1464684 1629288 1176187 1860118  2282461  1882745  1321945  1180917 2185621  2246791
2013-02-18T15:03:00 8192       8  175967  149924   157496  2212217  127482 1321080 1826110  2358122  1830293  1356976  1388675 1985445   107955
2013-02-18T18:03:00 8192       8  723167 1392502  2047561   127847 1748515   80312 1724297    66116   154597  1348244  1385428 1834691  2274906
2013-02-18T21:02:00 8192       8  606775  954336  1737727  1605384 1610652 1112296 1462626  2232774  1515594  1127739  1247639 1985445  1946307
2013-02-19T00:02:00 8192       8  737289 1337068  2069140  2044881 1943555 1376327 1811954  2394606  1780868  1275426  1370562 2137224  2460099
2013-02-19T03:02:00 8192       8  100400 1461009  2101024  2207527 2114080  105132 1825334  2474985  1780499  1418545  1407504  290827  2281855
2013-02-19T06:02:00 8192       8  117515  151342  2197503  2172493 2191057   59395 1677655  2393938  1858005  1289063  1374510 2257864  2129409
2013-02-19T09:03:00 8192       8  751134 1346500  1919881   156865 1643628   71292 1647332  2313505  1680774   149849  1131341 1876678  1952279
2013-02-19T12:02:00 8192       8  813502 1313003  1895834  2252978 1845134 1354035 1401305  2131655  1713121  1300529  1263002 1934800  2171807
2013-02-19T15:03:00 8192       8  839684 1411436  2240783  2393938 1854595   80274 1815208  2474272  1616107   123886  1390586 2172356  2513549
2013-02-19T18:02:00 8192       8  847242 1458157  2059219  2052576 1903290  102909 1681432  2203846  1740367   149541   274329 2175933  2088762
2013-02-19T21:02:00 8192       8  768694 1205232  2156811  2266203  106868 1378148 1860520  1987857  1852995  1395330   103020 2150197   128322
2013-02-20T00:03:00 8192       8  862945 1493005  2210510  2198628 2003389 1117433 1763955  2393938  1952834  1441759  1420715 1952279  1722827
2013-02-20T03:03:00 8192       8  867521 1448872  1861730  1917095 1643628 1231496 1827372  2410227  1570888  1343814  1118342 2048416  2159250
2013-02-20T06:02:00 8192       8  811734 1483785  2208662  2063052 1805574 1049735 1792949  2493846  1840489  1416557  1202070 2161560  2050005
2013-02-20T09:03:00 8192       8  664446 1324901  1981095  1830975 1614208 1243080 1523253  2185761  1179700  1251273  1138727 1879758  1937090
2013-02-20T12:03:00 8192       8  772323 1425431  1962089  2165374 2113430 1390361 1826110  2519078  1785588  1391769  1399593 2177588  2445392
2013-02-20T15:03:00 8192       8  841762 1194672  2028223  2148449 2155322   89005 1871567  2425883  1858910  1346922   266944 2073885  1986938
2013-02-20T18:03:00 8192       8   76167 1415331  2164283  2144962 2102695  151263  201337  2420755   203240   105044  1294746 2151274  2326507
2013-02-20T21:03:00 8192       8  174320 1374730  2099996  2347970   92804 1454761 1828929  2230890   127192   152477  1405834 1905084  2011363
2013-02-21T00:03:00 8192       8  755245 1482761  2066651  1941688 1859715 1381917 1609143  2519817  1906458  1512525  1387778 2156946  2470358
2013-02-21T03:03:00 8192       8   86475 1300086  2171807  2123487 1776633   90095 1768949  2140552  1718433  1440973  1356494 2102052  2149659
2013-02-21T06:03:00 8192       8  140693  124273  2164283  2046951 2058849   71801 1864357  2473381  1888436   124880  1388451 2147241  2125589
2013-02-21T09:03:00 8192       8  812867 1020188  1787074   107705 1879758 1347186  282580    93322  1661029   123502  1367181 1769678  2221802
2013-02-21T12:03:00 8192       8   99939  151886  2198628   197574 1230922   89040 1341192  2021659  1369688  1379365  1357458 2066651  2084960
2013-02-21T15:04:00 8192       8  875032 1319609  2125589  2061319 2101024 1395047 1834299  2558468  1912294  1344077  1273629 2145096  2144962
2013-02-21T18:04:00 8192       8  815452 1181607   126410  2099996  106643 1189132 1634480  2131655  1717402   104208    90041 1643314  1768585
2013-02-21T21:03:00 8192       8  755993 1211650  1934364  1714488 1630912 1234460 1625357  2410735  1702763  1073379  1214863 1781700  1828150
2013-02-22T00:04:00 8192       8  677201 1094754  2022254  1880169 1820112 1174980 1705976  2157488  1621904  1251273  1232777 1577523  1619305
2013-02-22T03:04:00 8192       8  861755 1453469  2012777  2183954 1925259 1210412 1737024  2452024  1898453  1303638  1250272 2218932  2434477
2013-02-22T06:03:00 8192       8  847764 1262028  2091432  2101152 1875039 1354302 1888021  2355374  1977788  1404915  1155112 1891451  2302961
2013-02-22T09:03:00 8192       8  859255 1454023  2001405  2050616 2159250 1409468 1816744  2515942  1954722  1362627  1395330 2187987  2230890
2013-02-22T12:04:00 8192       8  768763 1289450  1961194  1335925 1738958 1195004 1442788  2339178  1495670  1351797   841927 1885845  2018216
2013-02-22T15:03:00 8192       8  839438 1424958  2064540  2516679 1924397 1332247 1639393  2130069  1542122  1196627  1389181 2141219  2321320
2013-02-22T18:03:00 8192       8  863227 1444001  1880684  2263516 2040388 1417550 1824462  2411581  1902026  1179417  1393632 1823687  2243709
2013-02-22T21:03:00 8192       8  804945  725335  1125743  1494629  845054  572826 1465246  2383476  1159712  1113486  1351797 1257778  1578393
2013-02-23T00:03:00 8192       8  817800 1469381  2286410  2145096 2148449 1273865 1812336  2475698  1910487  1247095  1334627 1876370  1956058
2013-02-23T03:03:00 8192       8   98674 1431667  2117859   127846 1696458   71721 1865977  2113040  1829416  1116852  1391769 2060330  2110185
2013-02-23T06:04:00 8192       8  671143 1257409  1960746  1805954 1958399 1166761 1632229  2393938  1706315  1300529  1312602 1688372  1926987
2013-02-23T09:03:00 8192       8  835235 1447895  2170709  2236408 2182844 1444548 1696709  2417179  1795291  1391544  1240477 2046951  2275508
2013-02-23T12:04:00 8192       8  798120  952669  1394197  1238956 1441215 1054309 1844144  2448355  2082306  1533793  1308204 2148987  2102052
2013-02-23T15:04:00 8192       8  816343 1378923  2161968  2249291 2150601 1427148 1793323  2419221  2040872  1480269  1374510 2029780  2010304
2013-02-23T18:04:00 8192       8  845678 1488091  2068766  1943995 2021184 1387778 1855497  2360227  1810426  1530309  1351372 1031365  1244250
2013-02-23T21:04:00 8192       8  844804 1402048  1534067  2141753 2080793 1323829 1810808  2392438  1685225  1236148  1343814 2112520  1677328
2013-02-24T00:04:00 8192       8  726501 1447834  2145096  2501472 1793323 1332454 1795666  2441743  1737814  1359446  1401076 2065036  2136161
2013-02-24T03:04:00 8192       8  861690 1461320  2004791  2282461 2053067 1168944 1642371  2237573  1577234  1288435  1387274 2179798  2182706
2013-02-24T06:04:00 8192       8  854044 1440007  2166056  1657264 1428690 1277417 1852496  2482316  1822429  1192392  1154142 2133375  2092451
2013-02-24T09:04:00 8192       8  684950 1302550  2188545  1752350 1188967  971332 1781977  2162104  1882332  1388956  1265001 2115121  2610564
2013-02-24T12:04:00 8192       8   61915  946293  2016202  2166056 1757189 1312803 1732295  2023207  1190862  1177840  1292895 1865166  1969287
2013-02-24T15:03:00 8192       8  834464 1323625  2184510  2159115 1959851  123809 1789494   206009   156398   195925  1371054 2166603  2108631
2013-02-24T18:03:00 8192       8  117579 1276611  2133375  2172356 2122307  105250 1696374  2395941  1850102   194751  1279225 2235098  2114080
2013-02-24T21:04:00 8192       8  643611 1387274  2029780  1956949 1839602 1345182 1795385  2480882  1933820  1273818  1367562 2174693  2267998
2013-02-25T00:03:00 8192       8  241068  196149  1947190  2122307   58233   28719 1370836  2394606  1894998   124255  1412190 2087620  2147912
2013-02-25T03:03:00 8192       8   67268  797287  1356280  1588830 1450157   21466  991771  2189800   999009  1104040  1013238 1676918   156428
2013-02-25T06:03:00 8192       8  117003 1311750   204830  2212360 1927527   71731  155993   106879  1592217    90166   148556 2179245   158036
2013-02-25T09:03:00 8192       8   99881  196895  1889267  1696458 1839208   47060 1818379  2436548  1602165  1491579  1150432  103106    66737
2013-02-25T12:04:00 8192       8  859685 1256857  2159250  2247525 2034347 1401305 1841278  2410904  2010304  1412887  1401534 1683904  2325248
2013-02-25T15:03:00 8192       8   96587  150427  2086606  2170023   81441 1409294  200828  2306362  1843352   189366  1277607 2059836  2108631
2013-02-25T18:04:00 8192       8  802913 1395557  2108113  2211079 1844243 1348032 1687626  2481599  1734481  1245919  1199761 2120604  2062928
2013-02-25T21:04:00 8192       8  830149 1347609  2157488  2234081 2121651 1446067 1838814  2375238  1763230  1459954  1308852 1669828  2090414
