                                                                    random  random    bkwd   record   stride
                    KB  reclen   write rewrite    read    reread    read   write    read  rewrite     read   fwrite frewrite   fread  freread
2013-02-18T21:02:00 512      16  942786 2471765  2524058  3970896 4237291 1869318 2875558  1882427  2768068  1143004  1145443 2910635  4522868
2013-02-19T00:02:00 512      16  895230 1361920  2294796  2132967 4123387 1672748 2207515  2922519  3244885   737762  1605228 3550700  4838792
2013-02-19T03:02:00 512      16  517739 1471074  4000485  2294796 4228947 1674052 2237414  2811557  2381315  1580419  1509330 3710197  4742616
2013-02-19T06:02:00 512      16  705294 1575781  3580298  2438090 4228947 1734911 2860238  2235086  2560168  1267097  1479181 2587935  4784885
2013-02-19T09:03:00 512      16  875164 1689859  3415178  4163357 4228947 1760512 2207515  2497638  2327124  1707325  2039772 2265742  1809465
2013-02-19T12:02:00 512      16  700463 1289930  2381315  3788747 4030519 2427068 2712134  2811557  3610395  1599251  1023680 3051245  3527371
2013-02-19T15:03:00 512      16  835334 2225819  2337255  4296637 4061007 1725155 2995907  2891043  4030519  1458090   888930 2047551  3580298
2013-02-19T18:02:00 512      16  882718 1258188  2360376  4296637 2350044 1000315 2178404  2958758  1904125  1355045  1344020 1875849  1741948
2013-02-19T21:02:00 512      16 1137555 1701913  2548017  4650188 4099771 2483197 3029721  3008498  1882427  1524329  1550747 3239989  4305250
2013-02-20T00:03:00 512      16 1023680 1829505  2811557  4571003 4195896 2057359 3239989  2991733  3533174  2207515  1413929 2391924  4827914
2013-02-20T03:03:00 512      16  705294 1672748  3325278  4916336 4163357 1889050 2474613  2736325  2651850  1506154  1723770 3239989  3064306
2013-02-20T06:02:00 512      16 1032044 1772135  2796910  4916336 4228947 1848401 2891043  2681653  2768068  1044594  1625889 3064306  4916336
2013-02-20T09:03:00 512      16 1015932 1734911  3970896  2668325 3122224 1759070 2225819  2926501  4000485  1854787  1510391 2548017  3736016
2013-02-20T12:03:00 512      16 1122687 1754758  3064306  4457157 3710197 1975959 3081897  2894940  4030519  1718254  1402845 2678309  4784885
2013-02-20T15:03:00 512      16  997991 1650887  2962840  4571003 4228947 1890713 1999881  2830083  2768068  1594501  2216629 2625909  4871723
2013-02-20T18:03:00 512      16 1113374 1524329  3684733  4927617 4163357 2681653 2032051  1120344  2216629  1672748  1672748 3279573  4784885
2013-02-20T21:03:00 512      16  814117 1279935  2768068  4610256 4228947 1875849 2427068  2891043  2150051  1442420  1365383 3177664  4494470
2013-02-21T00:03:00 512      16  598884 1961520  3259661  4784885 4163357 2638816 1970519  2942541  1783912  1289156  1303238 2460437  4061007
2013-02-21T03:03:00 512      16 1236455 2524058  1309596  2116152 2150051 1723770 2894940  2995907  3710197  2225819  2285029 2314583  2357784
2013-02-21T06:03:00 512      16  515626 1391933  2471765  2416145 4163357 1770674 1185272  2860238  2009236  1438555  1589779 1565443  3239989
2013-02-21T09:03:00 512      16 1005467 1650887  1322500  3081897 4228947 1772135 3244885  2597325  1759070  1368865  1677976 3325278  3201349
2013-02-21T12:03:00 512      16 1158418 1662389  2452009  2105777 4000485 1329871 2405320  2942541  1861217  1783912  1575781 1968713  4099771
2013-02-21T15:04:00 512      16 1108203 2391924  2722449  4610256 4195896 1741948 2032051  2906696  3659616  1834193  2253852 1300082  2681653
2013-02-21T18:04:00 512      16  768658 1801873  2413429  2287463 4163357 1689859 2875558  2875558  1999881  1589779  1426135 2032051  3064306
2013-02-21T21:03:00 512      16  917412 1657257  3877684  4163357 4228947 1795846 2370799  2942541  3963567  1856390  1213400 1684557  3177664
2013-02-22T00:04:00 512      16  994294 1759070  4571003  4000485 4131319 1642050 1910902  2926501  4000485  1815584  1700565 4228947  3068685
2013-02-22T03:04:00 512      16  986529 1718254  2381315  2449212 4237291 1707325 2402629  2942541  2995907  1476130  1977778 2532990  2339802
2013-02-22T06:03:00 512      16 1143004 1434711  3264616  4742616 4228947 1834193 2360376  2891043  4030519  1705969  1414860 2681653  2826358
2013-02-22T09:03:00 512      16 1110496 1645826  3580298  4916336 4228947 1875849 3684733  2625909  1842059  2187279  1518938 4091959  4784885
2013-02-22T12:04:00 512      16 1221684 1803387  3849877  4871723 3877684 2651850 3415178  2979282  3556580  2327124  1848401 3487274  4690818
2013-02-22T15:03:00 512      16  973559 1772135  2625909  3710197 3628697 1815584 2926501  2958758  3556580  1647088  1595686 2548017  2613128
2013-02-22T18:03:00 512      16 1024169 1528669  2587935  4927617 4237291 1961520 1815584  2942541  3822466  1747618  1402845 2764505  2875558
2013-02-22T21:03:00 512      16  644733 1060063  2263354  3550700 4228947 2244430 1938502  1438555  2613128  1254513  1155302 2225819  1848401
2013-02-23T00:03:00 512      16 1182010 1933266  3822466  3849877 3366987 2275345 2678309  2942541  1854787  1312798  1657257 2695115  4827914
2013-02-23T03:03:00 512      16  846197 1764853  3580298  3653390 4195896 1677976 2039772  2891043  2613128  1550747  1625889 3736016  4882800
2013-02-23T06:04:00 512      16  965679  971357  3527371  3158966 4228947 1599251 3366987  2922519  2753870  1635797  1182010 3182373  4827914
2013-02-23T09:03:00 512      16 1103647 1500891  2207515  3140488 1019791 1437592 2263354  2926501  3459188  1760512  1662389 2391924  4494470
2013-02-23T12:04:00 512      16 1071167 1759070  3556580  4228947 3372274 1705969 2651850  2958758  2007358  1488408  1575781 3158966  3122224
2013-02-23T15:04:00 512      16  941133 1463057  3346002  4784885 4228947 2625909 2216629  2486072  2942541  1391032  1463057 3201349  4375425
2013-02-23T18:04:00 512      16  914287 1753325  2796910  4827914 4228947 2097550 3409755  2894940  3788747  1546280  1122687 2681653  4784885
2013-02-23T21:04:00 512      16  808904 1594501  3877684  5019764 4271001 1506154 2105777  2845081  2427068  1647088  1471074 2830083  4494470
2013-02-24T00:04:00 512      16  962649 1248678  2413429  2521095 4061007 1589779 2360376  2708713  1245780  1723770  1510391 1968713  3415178
2013-02-24T03:04:00 512      16  476709 1355045  2205248  1207940 4038098 2317080 2001745  2557119  1736314  1565443  1333173 1705969  3415178
2013-02-24T06:04:00 512      16  967855 1770674  3684733  3659616 4195896 1783912 2463259  2841317  3822466  1842059  1700565 3029721  2032051
2013-02-24T09:04:00 512      16 1015932 2509312  4195896  4916336 4195896 2665014 2007358  2891043  2235086  1624659  2304647 2370799  3481620
2013-02-24T12:04:00 512      16  997991 1730717  3659616  4375425 4228947 1823291 2584820  2942541  2560168  1667552  1533034 2811557  4340054
2013-02-24T15:03:00 512      16 1071167 2427068  3849877  4532414 3941742 2460437 2708713  2995907  2207515  1505098  1387437 2958758  1560891
2013-02-24T18:03:00 512      16  843206 1426135  2327124  2678309 4237291 1210664 2105777  2926501  3158966  1889050  1501940 2613128  3970896
2013-02-24T21:04:00 512      16  867738 1650887  2894940  3963567 4123387 2544997 2207515  2841317  4000485  1674052  1426135 2402629  3325278
2013-02-25T00:03:00 512      16 1047141  604447  2116152  3259661 4195896 2196227 1523247  2942541  2187279  1556366  2256220 2811557  4660280
2013-02-25T03:03:00 512      16  917412 1248678  2708713  3064306 4228947 1542947 2460437  2979282  2265742  2256220  1155924 2427068  4838792
2013-02-25T06:03:00 512      16 1182661 1160923  3877684  4701087 4195896 2016784 2169601  2926501  3963567  1450212  1723770 2708713  4420457
2013-02-25T09:03:00 512      16  831132 1842059  3388236  3481620 4237291 1829505 2105777  2572435  3104171  1684557  1594501 3795443  2039772
2013-02-25T12:04:00 512      16  621233  754083  1209982  1261144 1924603 1101383  849208  2370799  1233614   676414   878386 1306409  1854787
2013-02-25T15:03:00 512      16  951980 1579257  2039772  4871723 3459188 1968713 2150051  2926501  3510074  1463057  1712772 3659616  2678309
2013-02-25T18:04:00 512      16  773364  903136  2584820  2314583 4228947 1689859  911184  2532990   358523  1137555  1101383 2357784   523035
2013-02-25T21:04:00 512      16  791318 1110496  2975154  2584820 3941742 1760512 3029721  2926501  3604335   904658  1523247 3388236  2039772
2013-02-26T00:04:00 512      16 1051242 1764853  2782414  2830083 4030519 1747618 2370799  2926501  3510074  1753325  1610042 2548017  4340054
2013-02-26T03:04:00 512      16  937435 1590957  2622702  3684733 4204110 1809465 2180616  2942541  4068701  1821745  2347475 3284589  4827914
2013-02-26T06:03:00 512      16  368362 1185272  1245780  1924603 3678421 2275345 1402845  2600470  1575781  1684557  1138158 1221684  2055390
2013-02-26T09:04:00 512      16 1080328 1541840  2178404  2979282 3877684 2256220 1895721  2782414  3304808  1707325  1520013 3762197  4827914
2013-02-26T12:04:00 512      16  999850 1640796  2860238  4973263 4228947 2032051 2357784  2922519  2845081  1426135  1282994 2613128  4195896
2013-02-26T15:04:00 512      16  826971 2055390  2753870  2509312 4195896 1707325 1999881  2942541  3934520  2150051  1672748 1999881  3762197
2013-02-26T18:04:00 512      16  890404 2307123  3086326  2463259 4195896 1711407 2891043  2875558  2796910  1493584  1073309 2509312  2560168
2013-02-26T21:04:00 512      16  882718 1302447  2381315  4784885 4228947 1483267 3104171  2572435  3284589  1604029  1422357 1961520  3580298
2013-02-27T00:03:00 512      16 1002183 1580419  3913012  2678309 4163357 1679288 3086326  2926501  2327124  1479181  1565443 3068685  4973263
2013-02-27T03:04:00 512      16 1094088 1854787  2750343  5019764 4195896 2572435 3366987  2991733  4099771  2370799  1437592 2860238  2189509
2013-02-27T06:04:00 512      16  827289 1500891  3533174  2009236 2681653 1662389 3239989  2391924  2039772  1992458  1695195 3580298  4827914
2013-02-27T09:05:00 512      16  737509 1605228  3239989  3140488 3684733 1657257 1115688  2910635  3815675  1725155  1455126 2327124  4571003
2013-02-27T12:04:00 512      16  788992 1897396  2509312  4827914 3762197 1437592 2753870  2753870  3220553  1430887  1289930 2509312  4457157
2013-02-27T15:04:00 512      16 1032044 1718254  2891043  4571003 4195896 1902438 3177664  2926501  3993047  1650887  1433753 2926501  4871723
2013-02-27T18:04:00 512      16  942786 1689859  3201349  3941742 4131319 1233614 2560168  2906696  1594501  1493584  1705969 1113374  3459188
2013-02-27T21:04:00 512      16  895230 1712772  3012719  4375425 4061007 1677976 3012719  2668325  3659616  1759070  1471074 3122224  4228947
2013-02-28T00:04:00 512      16  907717 1496706  1882427  3533174 4030519 2124526 2039772  2427068  1917728  1565443  1270094 2438090  4571003
2013-02-28T03:03:00 512      16  966113 1210664  2521095  4340054 4195896 1917728 2160868  2875558  3710197  1510391  2205248 3822466  4784885
2013-02-28T06:04:00 512      16  664073 1299295  2187279  2246778 2041711  932956 1387437  2560168  1747618  1373241   779258 2049505  2337255
2013-02-28T09:04:00 512      16  964378 1326585  2235086  2073249 2584820 1662389 1333173  2768068  1954379  1741948  1105920 1778004  1007827
2013-02-28T12:04:00 512      16  991998 1541840  1795846  2416145 4163357 1723770 3264616  2991733  3762197  2347475  1179413 2449212  2150051
2013-02-28T15:03:00 512      16  632765 1730717  3220553  4660280 4131319 1815584 1815584  2800557  3905895  1600443  1585086 2891043  3279573
2013-02-28T18:03:00 512      16  914287 2307123  3877684  3762197 1961520  994294 2532990  2427068  3941742  1650887  1667552 2638816  1938502
2013-02-28T21:04:00 512      16  922535 2207515  2535981  4871723 4163357 2235086 3304808  2725905  3815675  1302447  1575781 3736016  4871723
2013-03-01T00:04:00 512      16 1055894  670291  2187279  2107844 3795443 2007358 1823291  1299295  1875849  1501940  1207261 2329648  3849877
2013-03-01T03:00:00 512      16  951980 1640796  4620174  3487274 4228947 1789859 1968713  1783912  3158966  1650887  1492545 2695115  3550700
2013-03-01T06:02:00 512      16  884536 2105777  3634839  3788747 3220553 2651850 2099600  2845081  3177664  1551867  1475116 3762197  3145087
2013-03-01T09:02:00 512      16  969603 1585086  3220553  2958758 4204110 1551867 2071249  2891043  3795443  1533034  1518938 2587935  3580298
2013-03-01T12:02:00 512      16  835334 1476130  2891043  3849877 4237291 1772135 2860238  2942541  2600470  1463057  1484293 2860238  2811557
2013-03-01T15:02:00 512      16  924123 1438555  1954379  2600470 4000485 2391924 1723770  1999881  1783912  1204552  1372364 2014892  2722449
2013-03-01T18:03:00 512      16 1012101 1221684  2427068  3710197 4228947 1854787 2509312  2894940  3684733  1565443  1571169 3081897  3849877
2013-03-01T21:02:00 512      16  812884 1358474  2107844  3610395 4131319 2317080 2225819  2906696  3012719  1376763  1467055 2216629  3393590
2013-03-02T00:03:00 512      16  946526 1585086  3196584  3653390 3877684 1677976 2875558  2958758  3393590  1614885  1605228 3012719  2782414
2013-03-02T03:03:00 512      16 1171691 1556366  3220553  4195896 3684733 1655979 1718254  2768068  1940253  1585086  1329871 1897396  1723770
2013-03-02T06:02:00 512      16 1143004 2180616  3580298  3684733 4237291 2651850 3196584  2926501  4000485  2317080  1361057 2225819  2360376
2013-03-02T09:02:00 512      16  907717 1580419  3201349  3884698 4271001 1701913 3012719  2926501  3046915  1551867  1438555 3122224  3659616
2013-03-02T12:03:00 512      16  907717 1207940  2638816  3877684 4038098 1645826 2143612  2841317  3122224  1506154  1506154 3710197  2926501
2013-03-02T15:03:00 512      16 1024169 1600443  3409755  3653390 4195896 1803387 2860238  2875558  3046915  1585086  1565443 3201349  3795443
2013-03-02T18:03:00 512      16  971357 1600443  3284589  2975154 4195896 1766304 3220553  2910635  3388236  1462061  1647088 4522868  3762197
2013-03-02T21:03:00 512      16  966113 1520013  3877684  3877684 4237291 1795846 2979282  2922519  3580298  1479181  2047551 3459188  3580298
2013-03-03T00:03:00 512      16  976659 1442420  2497638  3736016 4228947 1619757 3081897  2926501  3081897  1712772  1560891 3140488  3533174
2013-03-03T03:02:00 512      16  451930 1476130  2178404  2739816 4131319 2287463 1917728  2796910  1736314  1677976  1541840 1427083  2105777
2013-03-03T06:02:00 512      16  930933 1391933  2116152  2815243 4163357 2427068 1695195  2860238  2009236  1829505  1147892 1705969  1764853
2013-03-03T09:02:00 512      16  853596 1546280  1821745  2047551 4030519 1736314 1882427  2860238  2178404  1904125  1399189 2047551  1940253
2013-03-03T12:02:00 512      16  873740 2256220  4228947  2360376 4228947 1684557 2116152  2894940  3012719  1614885  2339802 2926501  4701087
2013-03-03T15:02:00 512      16  733729 1036527  2460437  4882800 4228947 1705969 3325278  2942541  3934520  1518938  2285029 2150051  2055390
2013-03-03T18:02:00 512      16  969603 1610042  4155301  3963567 4262523 1734911 2695115  2764505  3963567  2405320  2350044 2497638  4296637
2013-03-03T21:02:00 512      16  864942 1299295  1947291  3064306 4000485 1458090 1350783  2845081  2438090  2014892  1380303 1882427  4340054
2013-03-04T00:02:00 512      16  747521 1422357  2132967  2722449 4061007 2032051 2097550  2891043  2597325  1809465  1510391 3504346  4784885
2013-02-18T09:03:00 512      32  928920 1862832  3299730  4038098 3481620 1961520 2651850  3437042  4068701  1797349   784094 3117691  2474613
2013-02-18T12:02:00 512      32 1026126 1862832  4271001  2942541 4411377 1770674 2548017  3533174  5115422  2132967  1442420 2796910  3145087
2013-02-18T15:03:00 512      32 1045103 1044594  4091959  2841317 5331314 1897396 3158966  3510074  4784885  1882427  1848401 4571003  3580298
